466ae521-5613-4143-9776-3a29279ad287	0	0
d4c1ef2b-2ee8-4582-9dc5-1c5b9320b724	0	0
b459a99c-7031-425c-8d83-07527c690c3a	0	0
8095fb69-4e8b-42ee-aad4-d33f6423d6bb	0	0
fbd47205-49a0-411f-bdc4-9ee5138f3efd	0	0
85968eb6-b246-4584-a863-b9c7064d68fe	0	0
3e33327d-7b70-46e8-ba7d-ba2704dbcd45	0	0
aeff4e71-5155-4f40-a494-1ed193cca7e8	0	0
913fd083-0f5a-4473-99ef-0f38a68612a1	0	0
47e78575-02ef-4445-9155-65e8fcd31528	0	0
6aa157f9-e0f6-4018-8d69-90da1ce415aa	0	0
3502444e-e090-473a-9d86-179ec6f7b38d	0	0
83a646d7-9d81-4f4d-96b8-ee45e5dd73d9	0	0
cec85438-dc74-481f-a4a4-59ea4430e599	0	0
4de81834-e69d-4863-aa43-72b68d575069	0	0
884553d2-6b52-43de-9f99-3ddef6600179	1	1
bbf9b54e-1b27-4163-a6bd-80e94ccd7a24	0	0
ebe9054a-7bbe-455e-9c96-cd8dc514c215	0	0
971a0407-7413-46d3-a3d9-e4f64b119e40	0	0
abed1beb-c3d8-462a-8c37-edcdadd86e04	0	0
40d61860-604f-4099-a97c-bd0d6eafc96b	0	0
55847a28-217c-4b34-96ac-ff5456c40e26	0	0
8d4037cc-0981-4bcb-9561-74cf668b0dbc	1	1
abddd8e8-7bdc-4a8a-bd5e-1e081b953a77	0	0
567a95fc-d26c-4916-bc54-04a50221e4a7	0	0
31a03ccb-0b98-4f02-a6bc-0d4575542eca	0	0
92a48877-0cac-4e7b-857a-cec0e732414e	0	0
ad651427-5f97-42b0-8df2-a5b9f204f69e	0	0
2272b9de-f949-4711-b276-e54225ba95f9	0	0
12ead720-4d5e-4b12-b07f-a0e657a781f5	0	0
fb5115da-b53d-4cf5-8559-765bdfc88f38	0	0
b25f3422-1a04-4197-836b-42552f17b8ae	0	0
